Computed reward for each iterations     &    depth of the search
01388     0.9464     2
01389     0.9589     3
01390     0.9821     2
01391     0.8035     2
01392     0.8387     2
01393     0.9416     2
01394     0.9462     2
01395     0.8289     2
01396     0.9726     2
01397     0.9133     2
01398     0.9351     2
01399     0.8133     2
01400     0.8438     2
01401     0.9808     2
01402     0.7917     2
01403     0.9448     2
01404     0.9243     2
01405     0.7914     2
01406     0.8250     2
01407     0.7640     2
01408     0.7402     2
01409     0.9219     2
01410     0.8510     2
01411     0.8277     2
01412     0.9507     2
01413     0.8370     2
01414     0.9680     2
01415     0.8378     2
01416     0.7949     2
01417     1.0000     2
01418     0.9097     2
01419     0.9888     2
01420     0.8712     2
01421     0.7849     2
01422     0.8196     2
01423     0.8272     2
01424     0.8654     2
01425     0.9900     2
01426     0.9648     2
01427     0.8750     2
01428     0.7965     2
01429     0.8100     2
01430     0.7356     2
01431     0.8431     2
01432     0.8431     2
01433     0.8431     2
01434     0.8431     2
01435     0.8431     2
01436     0.8431     2
01437     0.8431     2
01438     0.8431     2
01439     0.8431     2
01440     0.9872     3
01441     0.9439     3
01442     0.8431     2
01443     0.9367     3
01444     0.8231     1
01445     0.8431     2
01446     0.9581     3
01447     0.9600     3
01448     0.9627     2
01449     0.8431     2
01450     0.9432     3
01451     0.9627     2
01452     0.8431     2
01453     0.8231     1
01454     1.0000     3
01455     0.9627     2
01456     0.9920     3
01457     0.9627     2
01458     0.8431     2
01459     0.9770     3
01460     0.9627     2
01461     0.8431     2
01462     0.9885     3
01463     0.9627     2
01464     0.9966     3
01465     0.8231     1
01466     0.9770     3
01467     0.8431     2
01468     0.9627     2
01469     0.9888     3
01470     0.8431     2
01471     0.9627     2
01472     0.9549     3
01473     0.9627     2
01474     0.9875     3
01475     0.8431     2
01476     0.9627     2
01477     0.8231     1
01478     0.9529     3
01479     0.8431     2
01480     0.9627     2
01481     0.9756     3
01482     0.9627     2
01483     0.8431     2
01484     0.9488     3
01485     0.9627     2
01486     0.8431     2
01487     0.9789     3
01488     0.8231     1
01489     0.9627     2
01490     1.0000     3
01491     0.9627     2
01492     0.9483     3
01493     0.9708     3
01494     0.9627     2
01495     0.9678     3
01496     0.9688     3
01497     0.9151     3
01498     0.8431     2
01499     0.9559     3
01500     0.9852     3
01501     0.9597     3
01502     0.9627     2
01503     0.9774     3
01504     0.8231     1
01505     0.9904     3
01506     0.9904     3
01507     0.9968     3
01508     0.9338     3
01509     0.9627     2
01510     0.9643     3
01511     0.8960     3
01512     0.9627     2
01513     0.8431     2
01514     1.0000     3
01515     0.9529     3
01516     0.9770     3
01517     0.9455     3
01518     0.9650     3
01519     0.9903     3
01520     0.9542     3
01521     0.9675     3
01522     0.8231     1
01523     0.9228     3
01524     0.9728     3
01525     0.9163     3
01526     0.8431     2
01527     0.9535     3
01528     0.9856     3
01529     0.9787     3
01530     0.9724     3
01531     0.9501     3
01532     0.9903     3
01533     0.9840     3
01534     0.9754     3
01535     0.9872     3
01536     0.9540     3
01537     0.9915     3
01538     0.8431     2
01539     0.9808     3
01540     0.9726     3
01541     0.8231     1
01542     0.9599     3
01543     0.9932     3
01544     0.9087     3
01545     0.9617     3
01546     0.9583     3
01547     0.9433     3
01548     0.9351     3
01549     0.9576     3
01550     0.9343     3
01551     0.8431     2
01552     0.9904     3
01553     0.9760     3
01554     0.9485     3
01555     0.9542     3
01556     0.8231     1
01557     0.9903     3
01558     0.8431     2
01559     1.0000     3
01560     1.0000     3
01561     0.8599     3
01562     0.8431     2
01563     0.9259     3
01564     0.9406     3
01565     0.9696     3
01566     0.9852     3
01567     0.9900     3
01568     0.9372     3
01569     0.9792     3
01570     0.8231     1
01571     0.9407     3
01572     0.8966     3
01573     0.8431     2
01574     0.9952     3
01575     0.9838     3
01576     0.9839     3
01577     0.9792     3
01578     0.8431     2
01579     0.9888     3
01580     0.9679     3
01581     0.9627     2
01582     0.9936     3
01583     0.9919     3
01584     0.9722     3
01585     0.9630     3
01586     0.9263     3
01587     0.8231     1
01588     0.9903     3
01589     0.9404     3
01590     0.9688     3
01591     0.9872     3
01592     0.9503     3
01593     0.9631     3
01594     0.9627     2
01595     0.9589     3
01596     0.8431     2
01597     0.9407     3
01598     0.9839     3
01599     0.9824     3
01600     0.9758     3
01601     0.9599     3
01602     0.9627     2
01603     0.9648     3
01604     0.9826     3
01605     0.9291     3
01606     0.9871     3
01607     0.8231     1
01608     0.9840     3
01609     0.9678     3
01610     0.9692     3
01611     0.9417     3
01612     0.9117     3
01613     0.9066     3
01614     0.9627     2
01615     0.8431     2
01616     0.9392     3
01617     0.9808     3
01618     0.9248     3
01619     0.9627     2
01620     0.9392     3
01621     0.9147     3
01622     0.8231     1
01623     0.9448     3
01624     0.9433     3
01625     0.9744     3
01626     0.8850     3
01627     0.9627     2
01628     1.0000     3
01629     0.9855     3
01630     0.9343     3
01631     0.9886     3
01632     0.8431     2
01633     0.9968     3
01634     0.9627     2
01635     0.9861     3
01636     0.9327     3
01637     0.9932     3
01638     0.9808     3
01639     0.9655     3
01640     0.8231     1
01641     0.9631     3
01642     0.9491     3
01643     0.9452     3
01644     0.9504     3
01645     0.9627     2
01646     0.8431     2
01647     0.9631     3
01648     0.9854     3
01649     0.8431     2
01650     0.9573     3
01651     0.9100     3
01652     0.9627     2
01653     0.9630     3
01654     0.8231     1
01655     0.9455     3
01656     0.9376     3
01657     0.6715     1
01658     0.9655     3
01659     0.9338     3
01660     0.9627     2
01661     0.8799     3
01662     0.9886     3
01663     0.9712     3
01664     0.8431     2
01665     0.9888     3
01666     0.9627     2
01667     0.8431     2
01668     0.9439     3
01669     0.9819     3
01670     0.8231     1
01671     0.9627     2
01672     0.9066     2
01673     0.9467     2
01674     0.9805     2
01675     0.8636     2
01676     0.9599     2
01677     0.9245     2
01678     0.9614     2
01679     0.8958     2
01680     0.7971     2
01681     0.5971     1
01682     0.9253     2
01683     0.8571     2
01684     0.9835     2
01685     0.9231     2
01686     0.8878     2
01687     0.9376     2
01688     0.9183     2
01689     0.9485     2
01690     0.9599     2
01691     0.9694     2
01692     0.8850     2
01693     0.9581     2
01694     0.9524     2
01695     0.9631     2
01696     0.9163     2
01697     0.9728     2
01698     1.0000     2
01699     0.9536     2
01700     0.9008     2
01701     0.9819     2
01702     0.9450     2
01703     0.8659     2
01704     0.9762     2
01705     0.9275     2
01706     0.9803     2
01707     0.9983     2
01708     0.9333     2
01709     0.9367     2
01710     0.9968     2
01711     0.9600     2
01712     0.8958     2
01713     0.9903     2
01714     0.8555     2
01715     0.8486     2
01716     0.9839     2
01717     0.9756     2
01718     0.9536     2
01719     0.9355     2
01720     0.9567     2
01721     0.8867     2
01722     0.6817     1
01723     0.9376     2
01724     0.9593     2
01725     0.8247     2
01726     0.9549     2
01727     0.9497     2
01728     0.8977     2
01729     0.9758     2
01730     0.9803     2
01731     0.8889     2
01732     0.9647     2
01733     0.8792     2
01734     0.9040     2
01735     1.0000     2
01736     0.8880     2
01737     0.9221     2
01738     0.9215     2
01739     1.0000     2
01740     0.9627     2
01741     0.9211     2
01742     0.9184     2
01743     0.9606     2
01744     0.8744     2
01745     0.9215     2
01746     0.9856     2
01747     0.8336     2
01748     0.9871     3
01749     0.9519     3
01750     0.9350     3
01751     0.9773     3
01752     0.9464     3
01753     0.8391     1
01754     0.9544     2
01755     0.9924     3
01756     0.9544     2
01757     0.9807     3
01758     0.9721     3
01759     0.9243     3
01760     0.9392     3
01761     0.8391     1
01762     0.9452     2
01763     0.9216     2
01764     0.9462     3
01765     0.9350     3
01766     0.8431     2
01767     0.8519     2
01768     0.8431     2
01769     0.9261     2
01770     0.9581     2
01771     0.8019     2
01772     0.9544     2
01773     0.8800     3
01774     0.9631     3
01775     0.8391     2
01776     0.8391     2
01777     0.8986     2
01778     0.9760     3
01779     0.9334     3
01780     0.9535     3
01781     0.9896     3
01782     0.8391     1
01783     0.9123     2
01784     0.8834     2
01785     0.9744     3
01786     0.9646     3
01787     0.8896     3
01788     0.9838     3
01789     0.9520     3
01790     0.9519     3
01791     0.8391     1
01792     0.9633     3
01793     0.9663     3
01794     0.8391     2
01795     0.8583     2
01796     0.8928     3
01797     0.9054     3
01798     0.9104     2
01799     0.8606     2
01800     0.8431     2
01801     0.9601     3
01802     0.9436     3
01803     0.8391     2
01804     0.7488     1
01805     0.9247     2
01806     0.8480     2
01807     0.9739     3
01808     0.9739     3
01809     0.9739     3
01810     0.8391     1
01811     0.9324     3
01812     0.8454     3
01813     0.9739     3
01814     0.9739     3
01815     0.9739     3
01816     0.8391     2
01817     0.8812     2
01818     0.9739     3
01819     0.9739     3
01820     0.9739     3
01821     0.9739     3
01822     0.9739     3
01823     0.9739     3
01824     0.8431     2
01825     0.9739     3
01826     0.9739     3
01827     0.9082     4
01828     0.8391     1
01829     0.8670     2
01830     0.9488     3
01831     0.9673     3
01832     0.9673     3
01833     0.8391     1
01834     0.9423     4
01835     0.7536     1
01836     0.8391     2
01837     0.9038     2
01838     0.9673     3
01839     0.9673     3
01840     0.9673     3
01841     0.8944     3
01842     0.8391     2
01843     0.9767     2
01844     0.9216     2
01845     0.8880     2
01846     0.9416     4
01847     0.9680     2
01848     0.8933     2
01849     0.9399     4
01850     0.9840     4
01851     0.9856     4
01852     0.9824     4
01853     0.8431     2
01854     0.9087     4
01855     0.9458     2
01856     1.0000     2
01857     1.0000     2
01858     0.8637     2
01859     0.9132     2
01860     0.9673     3
01861     0.9673     3
01862     0.9673     3
01863     0.9673     3
01864     0.8830     3
01865     0.9673     3
01866     0.8391     1
01867     0.8391     1
01868     0.9132     2
01869     0.9132     2
01870     0.9132     2
01871     0.9673     3
01872     0.9673     3
01873     0.9673     3
01874     0.9356     3
01875     0.9673     3
01876     0.9439     3
01877     0.9968     3
01878     0.9733     3
01879     0.9796     3
01880     0.4654     1
01881     0.9215     1
01882     0.5897     1
01883     0.9524     1
01884     0.7734     1
01885     0.5304     1
01886     0.5616     1
01887     0.6288     1
01888     0.7324     1
01889     0.5156     1
01890     0.5333     1
01891     0.5958     1
01892     0.5250     1
01893     0.5722     1
01894     0.7504     1
01895     0.6418     1
01896     0.5944     1
01897     0.5556     1
01898     0.7182     1
01899     0.5455     1
01900     0.4464     1
01901     0.8953     1
01902     0.6096     1
01903     0.8916     1
01904     0.7101     1
01905     0.7094     1
01906     0.3669     1
01907     0.8574     1
01908     0.9340     1
01909     0.5993     1
01910     0.6216     1
01911     0.5304     1
01912     0.6216     1
01913     0.5443     1
01914     0.6223     1
01915     0.7224     1
01916     0.6071     1
01917     0.9872     3
01918     0.9471     3
01919     0.9179     3
01920     0.9756     3
01921     0.9583     3
01922     0.9392     3
01923     0.9934     3
01924     0.9694     3
01925     0.9615     3
01926     0.9501     3
01927     0.9968     4
01928     0.9631     3
01929     0.9840     3
01930     0.8594     3
01931     1.0000     4
01932     1.0000     3
01933     0.8752     3
01934     0.9469     4
01935     0.8391     1
01936     0.9311     4
01937     0.9968     4
01938     0.9792     3
01939     0.9488     3
01940     0.9808     4
01941     0.9936     4
01942     0.9400     3
01943     0.8378     3
01944     0.8767     4
01945     0.5244     1
01946     0.9696     3
01947     0.9599     3
01948     0.9655     3
01949     0.9296     4
01950     0.9117     3
01951     0.8391     1
01952     0.9643     3
01953     1.0000     3
