
Search Tree T:

Address   Features                             T_F    N_final
 0032400    1000000000010000000111000000000      0001     0
 0032401    1100000000000000000011110000010      0002     0
 0032402    1001000000100000000000010100000      0003     1
 0032403    1001000000000000010000010000010      0001     0
 0032404    0001000000100000000001000010000      0001     0
 0032405    0000010100000000100100010000000      0001     0
 0032406    0000000000000100001100100000000      0009     1
 0032407    0000000000001001000100100000000      0009     2
 0032408    0001010010000100000000000000000      0002     0
 0032409    0000010100001000000000110000000      0001     0
 0032410    0000010000001000000100100000100      0001     0
 0032411    0000010000000000100100100000000      0008     2
 0032412    0001100100101000000000110000000      0001     0
 0032413    0000000100100000000010000000010      0002     2
 0032414    0000000000100001000000100000010      0011     1
 0032415    0000001100100000000010000000000      0001     0
 0032416    1001000011100000000000000000000      0001     1
 0032417    1000000000100000010001000000000      0002     0
 0032418    1001100000100000000000100000000      0005     1
 0032419    0000000000000000100000010100100      0004     1
 0032420    0000000100000000000000111000100      0002     0
 0032421    0000000000010000000000110101000      0004     1
 0032422    0000010000010000001000100001000      0002     0
 0032423    0001010000011000000000100000000      0002     0
 0032424    0000000000001010001000100000000      0008     1
 0032425    1011001000001000000011110000000      0002     0
 0032426    0001000000001100010000000000000      0001     0
 0032427    0001000100000000000000000000110      0001     0
 0032428    0010000100001000000010000000000      0002     0
 0032429    0011000001000010001000100000000      0001     0
 0032430    0010001100000000000010110000000      0002     0
 0032431    0110000000000000000000011000000      0001     0
 0032432    0000001000000000101010000000000      0001     0
 0032433    0000001000000000001000100000000      0003     0
 0032434    0011000010000000100001000000000      0001     0
 0032435    0001000000000010100001000000000      0002     2
 0032436    1001000000000001000100010000000      0001     1
 0032437    0001000001000000100001000000000      0002     2
 0032438    0001000000000100000010010000100      0001     0
 0032439    0000000001000001000011000010000      0001     0
 0032440    0010000000000000001010000000100      0001     0
 0032441    0001000000100010000000010001000      0001     0
 0032442    0001000010000100000000010010000      0002     0
 0032443    0000000100100000011000110000000      0001     0
 0032444    1100000000000000000110110000000      0001     0
 0032445    0000000000100000000100110000010      0003     1
 0032446    0001001001100000000001000000000      0001     0
 0032447    0001000001010000000000000001000      0001     0
 0032448    0000001000001000000010000010000      0004     0
 0032449    0000011000000000000011010000000      0004     1
 0032450    0000001000100001000010000000100      0001     0
 0032451    0001001010000000000000000000100      0001     0
 0032452    0101001000000000001000000000000      0002     0
 0032453    0001001001010000000000000000000      0001     0
 0032454    0010001000000001000010010000000      0002     0
 0032455    0001001000001000100000100000000      0002     0
 0032456    1010001000000000001010000000000      0001     0
 0032457    1001001000000100000010100001000      0001     0
 0032458    0100001000000000000000000000000      0002     0
 0032459    0000001000010000000000000000010      0001     0
 0032460    0101000010000010000000000010000      0001     0
 0032461    0000000000000010000011000010000      0002     0
 0032462    0001000000000000000001001010000      0004     0
 0032463    0011000001000000000000000010000      0004     0
 0032464    0000010000010000000010000010000      0002     0
 0032465    0001000000100000000000010010010      0003     1
 0032466    0101000000000000010100000010000      0001     0
 0032467    0001000000000001010000000010000      0001     0
 0032468    0000000000000000010010000010010      0002     0
 0032469    0000000100000000010000000000000      0002     0
 0032470    0001010000000100000000010010000      0002     0
 0032471    0011000010001000000000010010000      0001     0
 0032472    0000000000000100100000110001000      0002     0
 0032473    0001010000000000010001110001000      0001     1
 0032474    1001000000000000001000000000100      0003     2
 0032475    0001000101000000000001010000100      0001     1
 0032476    0011100000000000000001010010000      0001     0
 0032477    1001000000001100000001100000000      0001     1
 0032478    1001000000000000000001110000010      0004     1
 0032479    0011010000000000010000100010000      0002     2
 0032480    1001000000100000000011100000000      0007     2
 0032481    0011000000000000000100010001010      0001     0
 0032482    1001010000000000100000100000000      0004     1
 0032483    1001001000000000000011010001000      0001     0
 0032484    1001100100000000000000010000000      0001     0
 0032485    0100000000000000000000100100100      0010     2
 0032486    0100100000000000000100100000000      0009     1
 0032487    0101010000000000001000000000000      0002     0
 0032488    0101000000001100000000000000000      0001     0
 0032489    0101011000000000000000100000000      0002     0
 0032490    0100000000000000100000100000100      0008     2
 0032491    0000000010000010000000100100010      0001     0
 0032492    0001001000000010000000000000100      0001     1
 0032493    0000010000110010000010000000000      0001     0
 0032494    0000100000000010000100100000000      0007     2
 0032495    0000000000000010101000100000000      0010     2
 0032496    0100000000000010010000100001000      0001     0
 0032497    0000000001000010010000011000000      0001     0
 0032498    0000000010000010100000000000000      0002     0
 0032499    1001000000000101000000010000000      0001     1
 0032500    0100000000000100000000000001100      0001     0
 0032501    1110000000001000000010000000000      0001     0
 0032502    0111010000000000001000000000000      0001     1
 0032503    0111000000000000000000010000100      0002     0
 0032504    0101000001000000000001000000000      0002     0
 0032505    1110000000000000000001000000000      0004     0
 0032506    0000100000010000010000100000000      0008     2
 0032507    0000000000010000000001000000000      0002     0
 0032508    0001010001000000000000000010000      0001     1
 0032509    0001010000000000000000110110000      0001     0
 0032510    0000000001001000000100100000100      0001     0
 0032511    0101000000100000000000010100000      0002     0
 0032512    0100100100000000000000110000000      0004     1
 0032513    0001001000101000000000011000000      0001     0
 0032514    0000000100000000000100010001000      0001     0
